TERM,SUBJECT,NBR,COURSE NAME,SECTION,PROF,TOTAL,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,F,W,INC/NA,AVG GPA
Spring 2024,CSCI,212,Object-Oriented Prog in Java,121F,"PATEL, N",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
Spring 2024,CSCI,212,Object-Oriented Prog in Java,231,"STEINBERG, O",109,1,3,10,4,4,2,4,3,2,2,10,63,1,2.316,
Spring 2024,CSCI,212,Object-Oriented Prog in Java,231A,"WANG, Y",28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,
Spring 2024,CSCI,212,Object-Oriented Prog in Java,231B,"WOLF-SONKIN, M",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
Spring 2024,CSCI,212,Object-Oriented Prog in Java,231D,"SENDROWICZ, M",30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,
Spring 2024,CSCI,212,Object-Oriented Prog in Java,231E,"PATEL, N",28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,
Spring 2024,CSCI,220,Discrete Structures,111,"GOLDBERG, R",33,0,4,5,6,4,2,4,3,0,0,0,5,0,3.104,
Spring 2024,CSCI,220,Discrete Structures,121,"KAHROBAEI, D",32,2,9,5,4,6,2,0,1,0,0,0,3,0,3.486,
Spring 2024,CSCI,220,Discrete Structures,122,"KAHROBAEI, D",35,3,6,9,3,2,3,0,2,3,0,1,3,0,3.2,
Spring 2024,CSCI,220,Discrete Structures,131,"ROZOVSKAYA, A",24,0,1,2,2,1,4,2,1,0,0,6,5,0,2.021,
Spring 2024,CSCI,220,Discrete Structures,132,"KONG, T",34,2,3,0,2,2,5,2,4,0,3,8,3,0,1.99,
Spring 2024,CSCI,220,Discrete Structures,221,"GAVVA, S",34,1,13,3,2,3,5,0,4,0,0,0,3,0,3.361,
Spring 2024,CSCI,220,Discrete Structures,222,"TELANG, G",34,0,2,1,3,2,0,2,3,0,0,4,17,0,2.247,
Spring 2024,CSCI,240,Computer Org & Assembly Lang,111,"TAO, X",42,0,1,0,7,4,2,2,2,0,0,9,15,0,1.967,
Spring 2024,CSCI,240,Computer Org & Assembly Lang,131,"YEH, J",42,0,6,9,8,5,3,5,2,0,0,3,1,0,2.983,
Spring 2024,CSCI,240,Computer Org & Assembly Lang,211,"GAVVA, S",34,0,11,1,3,8,2,0,1,0,0,0,8,0,3.423,
Spring 2024,CSCI,240,Computer Org & Assembly Lang,221,"FLUTURE, S",48,5,0,1,3,0,5,2,0,0,0,14,15,1,1.723,
Spring 2024,CSCI,240,Computer Org & Assembly Lang,222,"TELANG, G",34,1,2,1,2,3,2,5,2,0,0,8,8,0,2.008,
Spring 2024,CSCI,240,Computer Org & Assembly Lang,231,"YEH, J",42,0,2,7,9,8,3,3,3,0,0,3,4,0,2.858,
Spring 2024,CSCI,240,Computer Org & Assembly Lang,232,"YEH, J",42,0,2,6,10,7,5,3,0,0,0,3,6,0,2.906,
Spring 2024,CSCI,313,Data Structures,111,"SVITAK, J",22,0,0,0,1,4,3,0,2,4,1,1,6,0,2.2,
Spring 2024,CSCI,313,Data Structures,121,"SVITAK, J",23,0,0,1,1,0,2,0,5,1,6,1,6,0,1.771,
Spring 2024,CSCI,313,Data Structures,131,"SVADLENKA, J",16,1,1,1,3,2,0,2,0,0,0,4,2,0,2.3,
Spring 2024,CSCI,313,Data Structures,211,"AKINLAR, C",32,2,5,4,0,5,5,4,3,0,0,2,2,0,2.883,
Spring 2024,CSCI,313,Data Structures,212,"AKINLAR, C",35,2,4,3,7,5,6,4,3,0,0,0,1,0,3.076,
Spring 2024,CSCI,313,Data Structures,222,"LI, J",37,0,4,10,5,5,4,6,1,0,0,1,1,0,3.086,
Spring 2024,CSCI,313,Data Structures,231,"PHILLIPS, T",27,0,3,2,0,0,0,2,1,0,0,6,13,0,1.857,
Spring 2024,CSCI,316,Principles of Programming Lang,121,"KONG, T",36,1,5,1,6,2,3,3,1,0,1,5,8,0,2.554,
Spring 2024,CSCI,316,Principles of Programming Lang,122,"KONG, T",36,3,4,2,1,3,3,1,2,0,0,7,10,0,2.388,
Spring 2024,CSCI,316,Principles of Programming Lang,211,"TAO, X",32,0,1,0,7,4,4,9,2,0,0,4,1,0,2.406,
Spring 2024,CSCI,316,Principles of Programming Lang,221,"SMITH-THOMPSON, A",32,0,5,2,4,4,1,4,11,0,0,0,1,0,2.79,
Spring 2024,CSCI,316,Principles of Programming Lang,222,"SVITAK, J",34,0,0,0,1,0,4,8,2,2,6,3,8,0,1.765,
Spring 2024,CSCI,316,Principles of Programming Lang,231,"SVITAK, J",41,0,0,0,0,2,2,5,5,3,11,2,11,0,1.633,
Spring 2024,CSCI,320,Theory of Computation,121,"OBRENIC, B",86,4,6,4,5,10,7,9,22,0,0,7,12,0,2.499,
Spring 2024,CSCI,320,Theory of Computation,131,"OBRENIC, B",111,2,4,7,2,20,4,15,19,0,1,20,17,0,2.136,
Spring 2024,CSCI,320,Theory of Computation,221,"BOKLAN, K",43,0,1,0,0,0,1,0,8,0,0,5,28,0,1.513,
Spring 2024,CSCI,323,Design & Analysis Algorithms,112,"MITCHELL, T",33,1,0,1,4,3,1,1,3,0,0,10,9,0,1.704,
Spring 2024,CSCI,323,Design & Analysis Algorithms,131,"KAHROBAEI, D",34,2,21,8,0,1,1,0,0,0,0,1,0,0,3.744,
Spring 2024,CSCI,323,Design & Analysis Algorithms,211,"SMITH-THOMPSON, A",33,0,1,0,3,4,3,1,3,0,0,3,14,1,2.35,
Spring 2024,CSCI,323,Design & Analysis Algorithms,212,"SMITH-THOMPSON, A",34,0,1,1,0,7,3,2,7,0,0,3,8,2,2.308,
Spring 2024,CSCI,323,Design & Analysis Algorithms,221,"AKINLAR, C",34,1,3,3,4,3,3,3,4,0,0,3,7,0,2.678,
Spring 2024,CSCI,323,Design & Analysis Algorithms,222,"PHILLIPS, T",19,2,2,0,1,0,0,0,1,0,0,5,8,0,1.936,
Spring 2024,CSCI,331,Database Systems,121,"STEINBERG, O",39,3,1,3,1,7,8,3,3,1,3,4,2,0,2.449,
Spring 2024,CSCI,331,Database Systems,131,"LEAVITT, D",39,1,3,1,3,5,4,2,4,0,2,1,12,1,2.692,
Spring 2024,CSCI,331,Database Systems,211,"HELLER, P",39,0,1,1,2,4,3,4,7,0,0,2,15,0,2.4,
Spring 2024,CSCI,331,Database Systems,221,"SY, B",10,0,1,2,0,1,1,1,0,0,1,0,3,0,2.914,
Spring 2024,CSCI,331,Database Systems,222,"SVADLENKA, J",19,0,1,3,2,3,1,1,2,0,0,1,5,0,2.836,
Spring 2024,CSCI,331,Database Systems,231,"SVADLENKA, J",26,1,2,1,4,2,3,2,1,0,0,5,5,0,2.362,
Spring 2024,CSCI,340,Operating Systems Principles,111,"SMITH-THOMPSON, A",32,1,3,2,3,4,5,3,7,0,0,3,0,1,2.571,
Spring 2024,CSCI,340,Operating Systems Principles,112,"SMITH-THOMPSON, A",32,1,3,0,0,6,2,1,10,0,0,1,5,3,2.571,
Spring 2024,CSCI,340,Operating Systems Principles,121,"SVADLENKA, J",32,2,1,3,0,2,1,5,2,0,0,6,10,0,2.15,
Spring 2024,CSCI,340,Operating Systems Principles,131,"SVITAK, J",21,0,0,0,0,1,2,4,0,2,5,2,5,0,1.625,
Spring 2024,CSCI,340,Operating Systems Principles,132,"UPADHYAY, V",35,0,2,1,0,3,1,3,4,0,0,4,17,0,2.128,
Spring 2024,CSCI,340,Operating Systems Principles,211,"FLUTURE, S",35,0,0,2,2,1,1,3,6,0,0,5,15,0,1.93,
Spring 2024,CSCI,340,Operating Systems Principles,212,"FLUTURE, S",37,0,1,1,2,1,3,4,7,0,0,5,13,0,2.025,
Spring 2024,CSCI,340,Operating Systems Principles,221,"RAHMAN, M",39,1,0,1,0,2,4,9,6,0,0,8,8,0,1.845,
Spring 2024,CSCI,343,Computer Architecture,111,"FLUTURE, S",35,1,3,2,4,1,0,4,1,0,0,4,14,1,2.54,
Spring 2024,CSCI,343,Computer Architecture,112,"FLUTURE, S",34,3,6,0,1,3,2,2,0,0,0,5,12,0,2.65,
Spring 2024,CSCI,343,Computer Architecture,131,"TELANG, G",33,1,3,0,1,2,1,2,3,0,0,7,13,0,1.93,
Spring 2024,CSCI,343,Computer Architecture,132,"TELANG, G",29,0,1,2,1,2,3,1,3,0,0,4,12,0,2.182,
Spring 2024,CSCI,343,Computer Architecture,211,"TAO, X",63,0,2,8,12,0,9,11,11,0,0,7,3,0,2.48,
Spring 2024,CSCI,343,Computer Architecture,221,"GAVVA, S",40,1,11,5,4,9,5,3,0,0,0,0,2,0,3.345,
Spring 2024,CSCI,343,Computer Architecture,231,"GAVVA, S",40,1,8,9,3,3,7,2,1,0,0,0,6,0,3.344,
Spring 2024,CSCI,343,Computer Architecture,232,"UPADHYAY, V",35,1,0,1,3,0,2,0,6,0,0,5,17,0,1.944,
Spring 2024,CSCI,352,Cryptography,232,"BOKLAN, K",31,0,1,1,0,1,0,0,1,0,0,3,24,0,1.814,
Spring 2024,CSCI,355,Internet and Web Technologies,211,"FRIED, M",58,3,6,9,4,9,6,12,5,1,1,0,2,0,2.964,
Spring 2024,CSCI,355,Internet and Web Technologies,231,"LAW, R",33,2,4,4,1,2,0,5,2,0,0,3,10,0,2.765,
Spring 2024,CSCI,355,Internet and Web Technologies,232,"LAW, R",33,0,0,4,4,2,1,1,5,0,0,5,11,0,2.227,
Spring 2024,CSCI,355,Internet and Web Technologies,611,"LAW, R",34,2,1,1,2,3,2,1,6,0,0,5,11,0,2.217,
Spring 2024,CSCI,361,Numerical Methods,111,"MITCHELL, T",34,1,0,0,0,1,0,2,2,0,0,2,26,0,1.95,
Spring 2024,CSCI,363,Artificial Intelligence,225,"GRYAK, J",34,0,1,1,2,4,5,3,6,0,0,2,10,0,2.446,
Spring 2024,CSCI,366,Natural Language Processing,132,"ROZOVSKAYA, A",34,0,1,2,2,3,1,1,1,0,0,5,18,0,2.125,
Spring 2024,CSCI,367,Digital Image Processing,211,"TSAI, C",33,0,2,3,3,5,0,4,2,0,0,0,14,0,3.011,
Spring 2024,CSCI,370,Software Engineering,111,"GOLDBERG, R",32,0,4,4,3,7,3,3,3,0,0,1,4,0,2.954,
Spring 2024,CSCI,370,Software Engineering,131,"ABREU, A",32,0,4,3,4,4,0,0,6,1,0,3,7,0,2.64,
Spring 2024,CSCI,370,Software Engineering,133,"ABREU, A",35,0,2,2,5,4,1,2,4,0,0,11,4,0,1.91,
Spring 2024,CSCI,370,Software Engineering,221,"TSAI, C",18,0,3,1,3,2,3,1,1,0,0,0,4,0,3.143,
Spring 2024,CSCI,370,Software Engineering,231,"GREENBERG, A",30,1,4,0,1,13,0,6,3,2,0,0,0,0,2.85,
Spring 2024,CSCI,370,Software Engineering,232,"GREENBERG, A",30,0,4,0,1,11,1,8,3,2,0,0,0,0,2.76,
Spring 2024,CSCI,381,VT: Special Topics in Comp Sci,112,"BROWN, T",33,0,5,0,2,7,0,8,4,0,0,3,4,0,2.552,
Spring 2024,CSCI,381,VT: Special Topics in Comp Sci,113,"KAHROBAEI, D",34,4,30,0,0,0,0,0,0,0,0,0,0,0,4,
Spring 2024,CSCI,381,VT: Special Topics in Comp Sci,121,"WAXMAN, J",34,11,5,4,0,0,0,0,7,0,0,6,0,1,2.812,
Spring 2024,CSCI,381,VT: Special Topics in Comp Sci,131,"GOLDBERG, R",20,0,4,4,6,2,0,1,1,0,0,0,2,0,3.383,
Spring 2024,CSCI,381,VT: Special Topics in Comp Sci,212,"HELLER, P",30,1,7,2,6,7,2,0,1,0,0,0,4,0,3.369,
Spring 2024,CSCI,381,VT: Special Topics in Comp Sci,214,"SY, B",30,0,2,3,6,4,4,2,2,0,0,0,7,0,3.057,
Spring 2024,CSCI,381,VT: Special Topics in Comp Sci,224,"PHILLIPS, T",34,3,3,4,2,4,1,1,2,0,0,2,12,0,3.018,
Spring 2024,CSCI,390,Honors Readings in Comp Sci,60,"GOSWAMI, M",13,0,7,5,1,0,0,0,0,0,0,0,0,0,3.831,
Spring 2024,CSCI,722,Computability and Complexity,131,"GOLDBERG, R",13,0,3,3,2,2,1,0,0,0,0,0,2,0,3.491,
,,,,,,,,,,,,,,,,,,,,,
TERM,SUBJECT,NBR,COURSE NAME,SECTION,PROF,TOTAL,A+,A,A-,B+,B,B-,C+,C,C-,D,F,W,INC/NA,AVG GPA,
F2023,CSCI,12,Intro Computers & Computation,711,"HUANG, X",30,6,1,5,1,3,2,1,0,3,0,0,8,0,3.255,
F2023,CSCI,12,Intro Computers & Computation,711A,"HUANG, X",31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,
F2023,CSCI,48,Spreadsheet Programming,211,"FRIED, M",120,1,22,16,14,7,10,26,5,1,0,3,15,0,3.018,
F2023,CSCI,48,Spreadsheet Programming,211,"KELLER, C",120,1,22,16,14,7,10,26,5,1,0,3,15,0,3.018,
F2023,CSCI,48,Spreadsheet Programming,211,"LANDAU, G",120,1,22,16,14,7,10,26,5,1,0,3,15,0,3.018,
F2023,CSCI,48,Spreadsheet Programming,131,"JAGDEO, M",102,9,14,3,6,14,9,4,7,7,2,9,16,0,2.694,
F2023,CSCI,48,Spreadsheet Programming,131,"WOLF-SONKIN, M",102,9,14,3,6,14,9,4,7,7,2,9,16,0,2.694,
F2023,CSCI,48,Spreadsheet Programming,131A,"JAGDEO, M",39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,
F2023,CSCI,48,Spreadsheet Programming,131B,"JAGDEO, M",39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,
F2023,CSCI,48,Spreadsheet Programming,131C,"WOLF-SONKIN, M",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
F2023,CSCI,48,Spreadsheet Programming,211A,"KELLER, C",32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,
F2023,CSCI,48,Spreadsheet Programming,211B,"LANDAU, G",39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,
F2023,CSCI,48,Spreadsheet Programming,211C,"LANDAU, G",25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,
F2023,CSCI,48,Spreadsheet Programming,211D,"LANDAU, G",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111,"BACI, N",254,0,52,15,8,52,11,9,16,5,2,11,55,2,2.977,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111,"BOATENG, J",254,0,52,15,8,52,11,9,16,5,2,11,55,2,2.977,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111,"GOMES, R",254,0,52,15,8,52,11,9,16,5,2,11,55,2,2.977,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111,"RYBA, A",254,0,52,15,8,52,11,9,16,5,2,11,55,2,2.977,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111,"SVITAK, J",254,0,52,15,8,52,11,9,16,5,2,11,55,2,2.977,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111,"TSE, C",254,0,52,15,8,52,11,9,16,5,2,11,55,2,2.977,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111,"WANG, Y",254,0,52,15,8,52,11,9,16,5,2,11,55,2,2.977,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111,"WOLF-SONKIN, M",254,0,52,15,8,52,11,9,16,5,2,11,55,2,2.977,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111,"ZHAO, A",254,0,52,15,8,52,11,9,16,5,2,11,55,2,2.977,
F2023,CSCI,111,Intro Algorithmic Problem Solv,231,"STEINBERG, O",126,22,4,1,3,4,4,4,4,2,8,6,52,0,2.726,
F2023,CSCI,111,Intro Algorithmic Problem Solv,231,"SU, X",126,22,4,1,3,4,4,4,4,2,8,6,52,0,2.726,
F2023,CSCI,111,Intro Algorithmic Problem Solv,231,"TSE, C",126,22,4,1,3,4,4,4,4,2,8,6,52,0,2.726,
F2023,CSCI,111,Intro Algorithmic Problem Solv,231,"ZHAO, A",126,22,4,1,3,4,4,4,4,2,8,6,52,0,2.726,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221,"CHYN, X",252,1,14,13,18,37,13,11,16,9,4,20,64,0,2.501,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221,"FRIED, M",252,1,14,13,18,37,13,11,16,9,4,20,64,0,2.501,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221,"GOMES, R",252,1,14,13,18,37,13,11,16,9,4,20,64,0,2.501,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221,"SVITAK, J",252,1,14,13,18,37,13,11,16,9,4,20,64,0,2.501,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221,"WU, S",252,1,14,13,18,37,13,11,16,9,4,20,64,0,2.501,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221,"XU, X",252,1,14,13,18,37,13,11,16,9,4,20,64,0,2.501,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221,"YANG, K",252,1,14,13,18,37,13,11,16,9,4,20,64,0,2.501,
F2023,CSCI,111,Intro Algorithmic Problem Solv,211,"BOATENG, J",164,1,6,12,8,15,10,5,12,8,4,9,53,0,2.488,
F2023,CSCI,111,Intro Algorithmic Problem Solv,211,"CHYN, X",164,1,6,12,8,15,10,5,12,8,4,9,53,0,2.488,
F2023,CSCI,111,Intro Algorithmic Problem Solv,211,"SVITAK, J",164,1,6,12,8,15,10,5,12,8,4,9,53,0,2.488,
F2023,CSCI,111,Intro Algorithmic Problem Solv,211,"WU, S",164,1,6,12,8,15,10,5,12,8,4,9,53,0,2.488,
F2023,CSCI,111,Intro Algorithmic Problem Solv,211,"XU, X",164,1,6,12,8,15,10,5,12,8,4,9,53,0,2.488,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111A,"SVITAK, J",39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111B,"GOMES, R",20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111C,"BOATENG, J",20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111D,"TSE, C",30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111E,"BACI, N",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111F,"ZHAO, A",40,0,0,0,0,0,0,0,0,0,0,0,0,40,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111G,"WOLF-SONKIN, M",32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111H,"TSE, C",25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,111J,"WANG, Y",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,211A,"WU, S",25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,211B,"WU, S",39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,211C,"XU, X",39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,211F,"SVITAK, J",23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,211G,"BOATENG, J",38,0,0,0,0,0,0,0,0,0,0,0,0,38,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221B,"XU, X",39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221C,"SVITAK, J",39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221D,"YANG, K",40,0,0,0,0,0,0,0,0,0,0,0,0,40,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221E,"GOMES, R",32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221F,"WU, S",25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221G,"XU, X",32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221J,"FRIED, M",20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,221K,"WU, S",25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,231A,"TSE, C",22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,231B,"TSE, C",29,0,0,0,0,0,0,0,0,0,0,0,0,29,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,231C,"ZHAO, A",39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,
F2023,CSCI,111,Intro Algorithmic Problem Solv,231D,"SU, X",37,0,0,0,0,0,0,0,0,0,0,0,0,37,0,
F2023,CSCI,112,Intro Algori Prob Solving Java,231,"CONNOR, T",15,1,9,0,1,4,0,0,0,0,0,0,0,0,3.687,
F2023,CSCI,112,Intro Algori Prob Solving Java,231A,"CONNOR, T",15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,
F2023,CSCI,211,Object-Oriented Program in C++,121,"ABRAHAM, K",132,21,10,7,5,11,3,7,14,0,14,15,25,0,2.482,
F2023,CSCI,211,Object-Oriented Program in C++,121,"FANG, F",132,21,10,7,5,11,3,7,14,0,14,15,25,0,2.482,
F2023,CSCI,211,Object-Oriented Program in C++,121,"TAO, X",132,21,10,7,5,11,3,7,14,0,14,15,25,0,2.482,
F2023,CSCI,211,Object-Oriented Program in C++,121,"WAXMAN, J",132,21,10,7,5,11,3,7,14,0,14,15,25,0,2.482,
F2023,CSCI,211,Object-Oriented Program in C++,121,"ZHOU, L",132,21,10,7,5,11,3,7,14,0,14,15,25,0,2.482,
F2023,CSCI,211,Object-Oriented Program in C++,221,"CHYN, X",106,1,8,8,9,16,7,14,6,0,0,16,21,0,2.428,
F2023,CSCI,211,Object-Oriented Program in C++,221,"GOMES, R",106,1,8,8,9,16,7,14,6,0,0,16,21,0,2.428,
F2023,CSCI,211,Object-Oriented Program in C++,221,"WANG, Y",106,1,8,8,9,16,7,14,6,0,0,16,21,0,2.428,
F2023,CSCI,211,Object-Oriented Program in C++,122,"ABRAHAM, K",93,14,6,3,5,2,6,3,8,0,15,14,16,1,2.207,
F2023,CSCI,211,Object-Oriented Program in C++,122,"CAMPBELL, A",93,14,6,3,5,2,6,3,8,0,15,14,16,1,2.207,
F2023,CSCI,211,Object-Oriented Program in C++,122,"WAXMAN, J",93,14,6,3,5,2,6,3,8,0,15,14,16,1,2.207,
F2023,CSCI,211,Object-Oriented Program in C++,122,"ZHOU, L",93,14,6,3,5,2,6,3,8,0,15,14,16,1,2.207,
F2023,CSCI,211,Object-Oriented Program in C++,231,"ALAYEV, Y",15,0,1,0,0,0,1,0,1,3,2,2,5,0,1.58,
F2023,CSCI,211,Object-Oriented Program in C++,231,"WOLF-SONKIN, M",15,0,1,0,0,0,1,0,1,3,2,2,5,0,1.58,
F2023,CSCI,211,Object-Oriented Program in C++,121A,"FANG, F",20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,
F2023,CSCI,211,Object-Oriented Program in C++,121B,"ABRAHAM, K",39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,
F2023,CSCI,211,Object-Oriented Program in C++,121C,"ZHOU, L",27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,
F2023,CSCI,211,Object-Oriented Program in C++,121D,"ZHOU, L",23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,
F2023,CSCI,211,Object-Oriented Program in C++,121F,"TAO, X",23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,
F2023,CSCI,211,Object-Oriented Program in C++,122B,"ABRAHAM, K",27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,
F2023,CSCI,211,Object-Oriented Program in C++,122C,"ZHOU, L",11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,
F2023,CSCI,211,Object-Oriented Program in C++,122D,"ZHOU, L",20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,
F2023,CSCI,211,Object-Oriented Program in C++,122E,"CAMPBELL, A",35,0,0,0,0,0,0,0,0,0,0,0,0,35,0,
F2023,CSCI,211,Object-Oriented Program in C++,221A,"WANG, Y",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
F2023,CSCI,211,Object-Oriented Program in C++,221B,"WANG, Y",22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,
F2023,CSCI,211,Object-Oriented Program in C++,221C,"GOMES, R",32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,
F2023,CSCI,211,Object-Oriented Program in C++,221D,"GOMES, R",28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,
F2023,CSCI,211,Object-Oriented Program in C++,231A,"WOLF-SONKIN, M",16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,
F2023,CSCI,212,Object-Oriented Prog in Java,211,"AKINLAR, C",108,1,11,6,11,15,12,10,8,0,0,13,21,0,2.562,
F2023,CSCI,212,Object-Oriented Prog in Java,211,"GAO, T",108,1,11,6,11,15,12,10,8,0,0,13,21,0,2.562,
F2023,CSCI,212,Object-Oriented Prog in Java,211,"PATEL, N",108,1,11,6,11,15,12,10,8,0,0,13,21,0,2.562,
F2023,CSCI,212,Object-Oriented Prog in Java,211,"SVITAK, J",108,1,11,6,11,15,12,10,8,0,0,13,21,0,2.562,
F2023,CSCI,212,Object-Oriented Prog in Java,122,"GAVVA, S",111,2,10,11,4,7,4,8,17,8,10,11,18,0,2.279,
F2023,CSCI,212,Object-Oriented Prog in Java,122,"LORD, K",111,2,10,11,4,7,4,8,17,8,10,11,18,0,2.279,
F2023,CSCI,212,Object-Oriented Prog in Java,122,"WOLF-SONKIN, M",111,2,10,11,4,7,4,8,17,8,10,11,18,0,2.279,
F2023,CSCI,212,Object-Oriented Prog in Java,122,"XU, X",111,2,10,11,4,7,4,8,17,8,10,11,18,0,2.279,
F2023,CSCI,212,Object-Oriented Prog in Java,121,"BACI, N",134,5,8,6,8,16,13,13,13,4,14,15,19,0,2.264,
F2023,CSCI,212,Object-Oriented Prog in Java,121,"CAMPBELL, A",134,5,8,6,8,16,13,13,13,4,14,15,19,0,2.264,
F2023,CSCI,212,Object-Oriented Prog in Java,121,"LORD, K",134,5,8,6,8,16,13,13,13,4,14,15,19,0,2.264,
F2023,CSCI,212,Object-Oriented Prog in Java,121,"LOWY, Z",134,5,8,6,8,16,13,13,13,4,14,15,19,0,2.264,
F2023,CSCI,212,Object-Oriented Prog in Java,121,"TAO, X",134,5,8,6,8,16,13,13,13,4,14,15,19,0,2.264,
F2023,CSCI,212,Object-Oriented Prog in Java,231,"MENA, J",47,0,6,1,3,2,2,1,0,0,1,11,20,0,1.937,
F2023,CSCI,212,Object-Oriented Prog in Java,231,"PATEL, N",47,0,6,1,3,2,2,1,0,0,1,11,20,0,1.937,
F2023,CSCI,212,Object-Oriented Prog in Java,231,"STEINBERG, O",47,0,6,1,3,2,2,1,0,0,1,11,20,0,1.937,
F2023,CSCI,212,Object-Oriented Prog in Java,121A,"LOWY, Z",22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,
F2023,CSCI,212,Object-Oriented Prog in Java,121B,"TAO, X",20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,
