TERM,SUBJECT,NBR,COURSE NAME,SECTION,PROF,TOTAL,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,F,W,INC/NA,AVG GPA
F2023,CSCI,212,Object-Oriented Prog in Java,121C,"TAO, X",21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,
F2023,CSCI,212,Object-Oriented Prog in Java,121D,"BACI, N",35,0,0,0,0,0,0,0,0,0,0,0,0,35,0,
F2023,CSCI,212,Object-Oriented Prog in Java,121E,"CAMPBELL, A",36,0,0,0,0,0,0,0,0,0,0,0,0,36,0,
F2023,CSCI,212,Object-Oriented Prog in Java,122A,"XU, X",11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,
F2023,CSCI,212,Object-Oriented Prog in Java,122B,"WOLF-SONKIN, M",25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,
F2023,CSCI,212,Object-Oriented Prog in Java,122C,"GAVVA, S",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
F2023,CSCI,212,Object-Oriented Prog in Java,122D,"GAVVA, S",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
F2023,CSCI,212,Object-Oriented Prog in Java,122F,"GAVVA, S",27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,
F2023,CSCI,212,Object-Oriented Prog in Java,211A,"SVITAK, J",25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,
F2023,CSCI,212,Object-Oriented Prog in Java,211B,"SVITAK, J",21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,
F2023,CSCI,212,Object-Oriented Prog in Java,211C,"PATEL, N",36,0,0,0,0,0,0,0,0,0,0,0,0,36,0,
F2023,CSCI,212,Object-Oriented Prog in Java,211D,"GAO, T",26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,
F2023,CSCI,212,Object-Oriented Prog in Java,231A,"MENA, J",18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,
F2023,CSCI,212,Object-Oriented Prog in Java,231B,"PATEL, N",29,0,0,0,0,0,0,0,0,0,0,0,0,29,0,
F2023,CSCI,220,Discrete Structures,111,"GOLDBERG, R",31,0,7,6,2,5,4,1,1,0,0,1,4,0,3.219,
F2023,CSCI,220,Discrete Structures,121,"KAHROBAEI, D",32,1,9,2,2,7,2,0,5,2,0,1,1,0,3.026,
F2023,CSCI,220,Discrete Structures,221,"TELANG, G",34,0,1,4,3,6,0,8,5,0,0,4,3,0,2.423,
F2023,CSCI,220,Discrete Structures,211,"TELANG, G",33,0,3,0,0,7,0,0,16,0,0,4,3,0,2.167,
F2023,CSCI,220,Discrete Structures,112,"TAO, X",32,0,2,3,4,4,2,3,2,4,0,8,0,0,2.106,
F2023,CSCI,220,Discrete Structures,131,"KONG, T",36,0,6,2,3,0,1,5,2,0,3,10,4,0,1.953,
F2023,CSCI,220,Discrete Structures,113,"MITCHELL, T",35,1,1,2,2,0,1,0,0,3,10,3,12,0,1.73,
F2023,CSCI,240,Computer Org & Assembly Lang,232,"YEH, J",47,1,5,2,14,11,6,1,4,0,0,2,1,0,2.98,
F2023,CSCI,240,Computer Org & Assembly Lang,231,"YEH, J",50,0,2,8,6,12,13,2,5,0,0,1,1,0,2.92,
F2023,CSCI,240,Computer Org & Assembly Lang,121,"LI, J",49,2,3,11,3,5,2,6,3,0,0,10,4,0,2.462,
F2023,CSCI,240,Computer Org & Assembly Lang,131,"GAVVA, S",39,0,4,3,2,8,5,1,2,0,0,9,5,0,2.279,
F2023,CSCI,240,Computer Org & Assembly Lang,211,"TELANG, G",39,0,3,0,0,5,3,1,4,0,0,8,15,0,1.892,
F2023,CSCI,240,Computer Org & Assembly Lang,133,"FLUTURE, S",75,3,3,3,0,4,1,5,9,0,1,21,23,2,1.606,
F2023,CSCI,313,Data Structures,131,"AKINLAR, C",32,0,6,3,2,3,3,2,5,0,0,3,5,0,2.719,
F2023,CSCI,313,Data Structures,121,"GAVVA, S",32,0,5,3,3,4,7,1,3,0,1,3,2,0,2.707,
F2023,CSCI,313,Data Structures,222,"TAO, X",32,0,0,3,2,6,5,4,4,3,0,5,0,0,2.234,
F2023,CSCI,313,Data Structures,211,"STEINBERG, O",32,5,2,3,2,3,1,2,2,0,0,11,1,0,2.129,
F2023,CSCI,313,Data Structures,231,"STEINBERG, O",32,3,1,1,3,3,2,2,8,0,0,9,0,0,2.019,
F2023,CSCI,313,Data Structures,221,"TSAI, C",25,0,0,0,1,1,1,1,1,0,0,4,16,0,1.478,
F2023,CSCI,316,Principles of Programming Lang,123,"TAO, X",48,0,1,3,8,7,6,7,6,4,0,6,0,0,2.367,
F2023,CSCI,316,Principles of Programming Lang,122,"TAO, X",40,0,2,2,2,9,5,5,5,2,0,5,3,0,2.362,
F2023,CSCI,316,Principles of Programming Lang,131,"KONG, T",48,0,5,2,2,2,2,1,7,0,1,11,15,0,1.9,
F2023,CSCI,316,Principles of Programming Lang,121,"KONG, T",47,0,5,3,2,3,4,2,1,0,0,14,13,0,1.885,
F2023,CSCI,316,Principles of Programming Lang,231,"SVITAK, J",29,0,0,0,2,1,3,3,3,4,5,2,6,0,1.843,
F2023,CSCI,316,Principles of Programming Lang,221,"SVITAK, J",44,0,0,0,0,4,1,2,2,6,12,7,10,0,1.338,
F2023,CSCI,320,Theory of Computation,121,"OBRENIC, B",80,5,6,4,3,7,9,13,19,0,0,11,3,0,2.362,
F2023,CSCI,320,Theory of Computation,122,"OBRENIC, B",116,7,12,10,0,7,5,10,22,0,0,20,23,0,2.306,
F2023,CSCI,320,Theory of Computation,231,"BOKLAN, K",54,0,2,0,0,2,0,0,3,0,0,12,35,0,1.053,
F2023,CSCI,323,Design & Analysis Algorithms,112,"KAHROBAEI, D",30,0,22,4,0,1,0,0,1,2,0,0,0,0,3.707,
F2023,CSCI,323,Design & Analysis Algorithms,231,"PHILLIPS, T",26,5,2,3,0,1,1,1,0,0,0,1,12,0,3.364,
F2023,CSCI,323,Design & Analysis Algorithms,123,"AKINLAR, C",34,1,1,5,6,4,3,0,4,0,0,1,9,0,2.976,
F2023,CSCI,323,Design & Analysis Algorithms,221,"AKINLAR, C",35,1,3,5,4,5,3,1,3,0,0,5,5,0,2.637,
F2023,CSCI,323,Design & Analysis Algorithms,211,"SMITH-THOMPSON, A",30,1,3,0,0,2,1,3,10,0,0,2,7,1,2.345,
F2023,CSCI,323,Design & Analysis Algorithms,111,"BROWN, T",30,2,2,1,2,1,0,0,7,1,0,5,9,0,2.143,
F2023,CSCI,325,Machine Learning,212,"TSAI, C",19,1,1,1,2,0,1,0,0,0,0,2,11,0,2.625,
F2023,CSCI,331,Database Systems,221,"CHYN, X",39,0,4,4,6,10,2,2,8,0,0,2,1,0,2.805,
F2023,CSCI,331,Database Systems,131,"SVADLENKA, J",37,0,4,5,3,4,8,2,3,0,0,3,5,0,2.769,
F2023,CSCI,331,Database Systems,211,"HELLER, P",39,2,6,1,1,0,5,4,7,0,0,2,11,0,2.704,
F2023,CSCI,331,Database Systems,132,"LEAVITT, D",39,0,3,2,1,7,5,4,4,0,4,4,5,0,2.306,
F2023,CSCI,331,Database Systems,111,"OBRENIC, B",68,1,1,0,4,8,11,8,10,0,0,10,15,0,2.138,
F2023,CSCI,334,Data Mining and Warehousing,221,"SY, B",14,0,0,1,2,1,2,1,0,0,0,1,6,0,2.625,
F2023,CSCI,335,Information Org and Retrieval,113,"GOLDBERG, R",30,0,6,4,6,6,4,2,1,0,0,1,0,0,3.133,
F2023,CSCI,340,Operating Systems Principles,211,"SMITH-THOMPSON, A",35,1,4,0,3,5,5,3,9,0,0,2,3,0,2.603,
F2023,CSCI,340,Operating Systems Principles,222,"SVADLENKA, J",39,1,2,1,5,3,3,3,5,0,0,4,12,0,2.452,
F2023,CSCI,340,Operating Systems Principles,131,"UPADHYAY, V",39,0,2,2,2,5,0,2,6,0,0,3,17,0,2.436,
F2023,CSCI,340,Operating Systems Principles,221,"SVADLENKA, J",39,1,5,1,0,5,4,3,6,0,0,5,9,0,2.413,
F2023,CSCI,340,Operating Systems Principles,112,"FLUTURE, S",37,1,3,2,0,4,7,1,4,0,0,5,10,0,2.393,
F2023,CSCI,340,Operating Systems Principles,213,"FLUTURE, S",35,1,2,0,1,2,4,3,2,0,0,6,14,0,2.048,
F2023,CSCI,340,Operating Systems Principles,212,"RAHMAN, M",37,0,1,1,2,3,3,2,7,0,0,7,10,1,1.923,
F2023,CSCI,343,Computer Architecture,132,"UPADHYAY, V",42,1,3,2,4,6,1,3,3,0,0,1,18,0,2.925,
F2023,CSCI,343,Computer Architecture,212,"FLUTURE, S",44,1,3,2,2,2,2,2,5,0,0,3,20,2,2.545,
F2023,CSCI,343,Computer Architecture,211,"FLUTURE, S",44,1,2,3,2,4,1,2,4,0,0,5,19,1,2.375,
F2023,CSCI,343,Computer Architecture,221,"RAHMAN, M",38,0,2,0,2,6,0,3,3,0,0,5,17,0,2.167,
F2023,CSCI,343,Computer Architecture,112,"SMITH-THOMPSON, A",38,2,2,1,2,1,2,3,11,0,0,7,7,0,2.052,
F2023,CSCI,343,Computer Architecture,111,"SMITH-THOMPSON, A",37,0,2,1,0,4,0,5,10,0,0,6,7,2,1.971,
F2023,CSCI,343,Computer Architecture,131,"TELANG, G",38,1,3,2,0,5,2,0,6,0,0,14,5,0,1.691,
F2023,CSCI,344,Distributed Systems,211,"LI, J",24,0,0,6,4,3,3,2,1,0,0,0,5,0,3.111,
F2023,CSCI,355,Internet and Web Technologies,211,"FRIED, M",35,0,6,5,6,7,2,3,2,2,2,0,0,0,3,
F2023,CSCI,355,Internet and Web Technologies,131,"LAW, R",25,1,1,7,1,1,1,1,2,0,0,2,8,0,2.894,
F2023,CSCI,355,Internet and Web Technologies,132,"LAW, R",30,2,5,2,1,2,0,1,0,0,0,6,11,0,2.474,
F2023,CSCI,355,Internet and Web Technologies,611,"LAW, R",36,2,3,1,3,1,6,0,4,0,1,6,9,0,2.289,
F2023,CSCI,361,Numerical Methods,112,"MITCHELL, T",24,0,1,0,0,2,0,0,2,0,0,6,13,0,1.273,
F2023,CSCI,363,Artificial Intelligence,222,"GRYAK, J",31,1,0,2,2,6,0,1,5,0,0,4,10,0,2.3,
F2023,CSCI,366,Natural Language Processing,132,"ROZOVSKAYA, A",29,0,2,2,1,1,1,0,2,0,0,1,19,0,2.84,
F2023,CSCI,370,Software Engineering,231,"GREENBERG, A",32,2,5,1,7,12,1,0,2,0,0,1,1,0,3.145,
F2023,CSCI,370,Software Engineering,232,"GREENBERG, A",32,0,6,1,4,15,1,0,4,0,0,1,0,0,3.019,
F2023,CSCI,370,Software Engineering,131,"ABREU, A",38,0,8,2,3,5,2,2,3,0,2,3,8,0,2.743,
F2023,CSCI,370,Software Engineering,212,"TSAI, C",33,0,1,5,3,2,2,6,1,0,0,3,10,0,2.591,
F2023,CSCI,370,Software Engineering,132,"ABREU, A",38,0,0,0,2,6,5,1,8,2,1,4,9,0,2.097,
F2023,CSCI,381,VT: Special Topics in Comp Sci,122,"KAHROBAEI, D",30,9,19,0,0,0,0,0,0,0,0,0,2,0,4,
F2023,CSCI,381,VT: Special Topics in Comp Sci,231,"RODAY, R",36,13,12,2,4,2,1,0,0,0,0,0,2,0,3.803,
F2023,CSCI,381,VT: Special Topics in Comp Sci,225,"PHILLIPS, T",15,2,4,0,0,1,0,2,0,0,0,0,6,0,3.511,
F2023,CSCI,381,VT: Special Topics in Comp Sci,215,"HELLER, P",29,1,1,5,8,5,2,2,0,0,0,0,5,0,3.246,
F2023,CSCI,381,VT: Special Topics in Comp Sci,130,"GOLDBERG, R",20,0,3,4,7,2,1,1,2,0,0,0,0,0,3.245,
F2023,CSCI,381,VT: Special Topics in Comp Sci,121,"WAXMAN, J",41,16,4,1,1,3,1,4,3,2,0,2,2,2,3.17,
F2023,CSCI,381,VT: Special Topics in Comp Sci,224,"PHILLIPS, T",15,0,0,0,0,3,2,0,0,0,0,0,10,0,2.88,
F2023,CSCI,381,VT: Special Topics in Comp Sci,214,"SY, B",19,0,2,1,1,4,4,2,0,0,0,1,4,0,2.827,
F2023,CSCI,381,VT: Special Topics in Comp Sci,223,"GRYAK, J",30,1,0,0,0,1,1,1,1,0,0,2,23,0,2,
F2023,CSCI,390,Honors Readings in Comp Sci,60,"GOSWAMI, M",14,0,11,1,1,1,0,0,0,0,0,0,0,0,3.857,
F2023,CSCI,715,Distributed Computing,211,"LI, J",15,2,3,2,4,2,0,1,0,0,0,1,0,0,3.26,
,,,,,,,,,,,,,,,,,,,,,
TERM,SUBJECT,NBR,COURSE NAME,SECTION,PROF,TOTAL,A+,A,A-,B+,B,B-,C+,C,C-,D,F,W,INC/NA,AVG GPA,
S2023,CSCI,12,Intro Computers & Computation,41,"HUANG, X",38,1,3,4,2,6,4,4,3,0,1,0,10,0,2.943,
S2023,CSCI,12,Intro Computers & Computation,41A,"HUANG, X",39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,
S2023,CSCI,48,Spreadsheet Programming,11,"FRIED, M",94,12,16,7,12,11,4,5,4,5,7,3,8,0,2.98,
S2023,CSCI,48,Spreadsheet Programming,32,"JAGDEO, M",78,5,12,10,10,7,7,2,4,3,4,8,6,0,2.772,
S2023,CSCI,48,Spreadsheet Programming,11B,"DEMIRCI, G",25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,
S2023,CSCI,48,Spreadsheet Programming,11C,"LANDAU, G",25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,
S2023,CSCI,48,Spreadsheet Programming,11D,"LANDAU, G",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
S2023,CSCI,48,Spreadsheet Programming,11E,"LANDAU, G",20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,
S2023,CSCI,48,Spreadsheet Programming,32B,"JAGDEO, M",39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,
S2023,CSCI,48,Spreadsheet Programming,32D,"TSE, C",39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,
S2023,CSCI,85,Database App Programming,11,"HILL, D",34,1,4,3,4,1,2,3,0,1,4,5,4,0,2.332,
S2023,CSCI,90,Topics in Computing,31,"CONNOR, T",13,2,11,0,0,0,0,0,0,0,0,0,0,0,4,
S2023,CSCI,111,Intro Algorithmic Problem Solv,33,"TSE, C",136,0,9,7,2,5,16,13,8,0,0,15,57,3,2.301,
S2023,CSCI,111,Intro Algorithmic Problem Solv,22,"CHYN, X",163,2,12,4,8,15,9,9,13,3,3,21,62,0,2.235,
S2023,CSCI,111,Intro Algorithmic Problem Solv,11,"CHYN, X",236,1,7,7,11,21,12,22,10,15,19,29,82,0,1.979,
S2023,CSCI,111,Intro Algorithmic Problem Solv,11A,"XU, X",32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,11B,"WU, S",25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,11C,"BOATENG, J",25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,11D,"BACI, N",46,0,0,0,0,0,0,0,0,0,0,0,0,46,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,11E,"SVITAK, J",32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,11F,"XU, X",32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,11G,"GOMES, R",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,11H,"GOMES, R",20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,22A,"SVITAK, J",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,22B,"WU, S",25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,22C,"TSE, C",25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,22D,"YANG, K",50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,22F,"TSE, C",39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,33A,"WU, S",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,33B,"YANG, K",36,0,0,0,0,0,0,0,0,0,0,0,0,36,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,33D,"STEINBERG, O",22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,33E,"STEINBERG, O",26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,
S2023,CSCI,111,Intro Algorithmic Problem Solv,33F,"TAO, X",29,0,0,0,0,0,0,0,0,0,0,0,0,29,0,
S2023,CSCI,211,Object-Oriented Program in C++,22,"WAXMAN, J",143,13,8,9,3,16,17,9,16,0,8,21,22,0,2.348,
S2023,CSCI,211,Object-Oriented Program in C++,21,"WAXMAN, J",211,18,7,6,10,17,30,8,28,0,18,33,36,0,2.169,
S2023,CSCI,211,Object-Oriented Program in C++,33,"ALAYEV, Y",12,0,0,0,1,0,0,1,0,2,3,1,4,0,1.5,
S2023,CSCI,211,Object-Oriented Program in C++,21A,"ZHAI, F",19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,
S2023,CSCI,211,Object-Oriented Program in C++,21B,"BACI, N",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
S2023,CSCI,211,Object-Oriented Program in C++,21C,"ABRAHAM, K",38,0,0,0,0,0,0,0,0,0,0,0,0,38,0,
S2023,CSCI,211,Object-Oriented Program in C++,21D,"ZHOU, L",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
S2023,CSCI,211,Object-Oriented Program in C++,21E,"ZHOU, L",32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,
S2023,CSCI,211,Object-Oriented Program in C++,21F,"CAMPBELL, A",36,0,0,0,0,0,0,0,0,0,0,0,0,36,0,
S2023,CSCI,211,Object-Oriented Program in C++,21G,"FANG, F",38,0,0,0,0,0,0,0,0,0,0,0,0,38,0,
S2023,CSCI,211,Object-Oriented Program in C++,22A,"ABRAHAM, K",16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,
S2023,CSCI,211,Object-Oriented Program in C++,22B,"TSE, C",35,0,0,0,0,0,0,0,0,0,0,0,0,35,0,
S2023,CSCI,211,Object-Oriented Program in C++,22C,"ZHOU, L",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
S2023,CSCI,211,Object-Oriented Program in C++,22D,"ZHOU, L",16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,
S2023,CSCI,211,Object-Oriented Program in C++,22E,"BACI, N",23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,
S2023,CSCI,211,Object-Oriented Program in C++,22F,"CHIN, K",13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,
S2023,CSCI,211,Object-Oriented Program in C++,22G,"TSE, C",16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,
S2023,CSCI,211,Object-Oriented Program in C++,33B,"CHIN, K",12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,
S2023,CSCI,212,Object-Oriented Prog in Java,11,"LORD, K",150,11,11,10,11,16,6,11,8,6,9,11,40,0,2.6,
S2023,CSCI,212,Object-Oriented Prog in Java,33,"STEINBERG, O",85,1,7,8,10,1,4,5,4,1,3,11,29,1,2.411,
S2023,CSCI,212,Object-Oriented Prog in Java,22,"LORD, K",165,3,11,10,12,13,12,9,13,7,11,21,43,0,2.243,
S2023,CSCI,212,Object-Oriented Prog in Java,11A,"XU, X",28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,
S2023,CSCI,212,Object-Oriented Prog in Java,11B,"STEINBERG, O",24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,
S2023,CSCI,212,Object-Oriented Prog in Java,11C,"TAO, X",25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,
S2023,CSCI,212,Object-Oriented Prog in Java,11D,"PATEL, N",41,0,0,0,0,0,0,0,0,0,0,0,0,41,0,
S2023,CSCI,212,Object-Oriented Prog in Java,11E,"BACI, N",32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,
S2023,CSCI,212,Object-Oriented Prog in Java,22A,"LI, Z",32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,
S2023,CSCI,212,Object-Oriented Prog in Java,22B,"PATEL, N",35,0,0,0,0,0,0,0,0,0,0,0,0,35,0,
S2023,CSCI,212,Object-Oriented Prog in Java,22C,"SMITH-THOMPSON, A",21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,
S2023,CSCI,212,Object-Oriented Prog in Java,22D,"WU, S",31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,
S2023,CSCI,212,Object-Oriented Prog in Java,22E,"ZHAI, F",23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,
S2023,CSCI,212,Object-Oriented Prog in Java,22F,"SMITH-THOMPSON, A",23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,
S2023,CSCI,212,Object-Oriented Prog in Java,33A,"PATEL, N",38,0,0,0,0,0,0,0,0,0,0,0,0,38,0,
S2023,CSCI,212,Object-Oriented Prog in Java,33B,"WANG, Y",29,0,0,0,0,0,0,0,0,0,0,0,0,29,0,
S2023,CSCI,212,Object-Oriented Prog in Java,33D,"WU, J",18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,
S2023,CSCI,220,Discrete Structures,12,"KAHROBAEI, D",35,4,10,6,1,3,1,0,0,2,0,0,7,0,3.578,
S2023,CSCI,220,Discrete Structures,21,"KAHROBAEI, D",35,4,11,3,4,4,0,1,1,0,0,1,6,0,3.469,
S2023,CSCI,220,Discrete Structures,35,"TAO, X",30,0,2,5,2,4,7,2,2,2,1,0,3,0,2.852,
S2023,CSCI,220,Discrete Structures,34,"KONG, T",22,3,3,1,2,1,1,0,1,0,4,3,2,1,2.421,
S2023,CSCI,220,Discrete Structures,17,"GRYAK, J",35,1,1,1,0,4,6,11,3,0,0,3,5,0,2.373,
S2023,CSCI,220,Discrete Structures,16,"GRYAK, J",27,2,1,0,0,1,5,2,4,0,0,5,7,0,2.055,
S2023,CSCI,220,Discrete Structures,23,"KONG, T",23,0,1,1,0,0,0,4,3,0,0,3,10,0,1.908,
S2023,CSCI,240,Computer Org & Assembly Lang,35,"YEH, J",40,3,7,9,1,2,3,4,2,1,0,4,4,0,2.933,
S2023,CSCI,240,Computer Org & Assembly Lang,33,"YEH, J",40,3,1,5,5,7,1,3,3,3,0,3,6,0,2.726,
S2023,CSCI,240,Computer Org & Assembly Lang,36,"YEH, J",40,2,5,6,1,5,4,3,2,3,0,4,5,0,2.723,
S2023,CSCI,240,Computer Org & Assembly Lang,22,"TAO, X",32,0,3,2,5,6,2,2,6,2,0,2,2,0,2.643,
S2023,CSCI,240,Computer Org & Assembly Lang,24,"TAO, X",32,0,1,1,3,5,4,3,6,1,0,2,6,0,2.462,
S2023,CSCI,240,Computer Org & Assembly Lang,11,"FLUTURE, S",64,1,3,1,0,1,4,8,2,0,0,10,34,0,1.863,
S2023,CSCI,313,Data Structures,32,"TAO, X",32,0,3,3,4,7,1,4,3,0,0,6,1,0,2.426,
S2023,CSCI,313,Data Structures,25,"MITCHELL, T",20,0,1,1,0,2,2,2,2,3,1,0,6,0,2.414,
S2023,CSCI,313,Data Structures,37,"STEINBERG, O",32,1,0,2,3,5,8,2,4,0,0,5,2,0,2.35,
S2023,CSCI,313,Data Structures,26,"MITCHELL, T",27,1,1,3,2,0,5,0,1,4,1,3,6,0,2.333,
S2023,CSCI,313,Data Structures,24,"MITCHELL, T",25,1,2,1,3,1,2,1,1,1,0,5,7,0,2.222,
S2023,CSCI,313,Data Structures,21,"SVADLENKA, J",14,2,0,0,1,0,1,0,2,0,1,2,5,0,2.111,
S2023,CSCI,313,Data Structures,13,"STEINBERG, O",32,1,6,4,2,0,2,1,3,0,0,11,2,0,2.103,
S2023,CSCI,316,Principles of Programming Lang,11,"SMITH-THOMPSON, A",33,3,1,3,0,3,3,6,5,0,2,1,5,1,2.593,
S2023,CSCI,316,Principles of Programming Lang,33,"KONG, T",51,1,4,0,2,6,10,4,3,0,1,10,10,0,2.141,
S2023,CSCI,316,Principles of Programming Lang,14,"SMITH-THOMPSON, A",33,0,0,0,1,5,1,5,12,1,3,2,3,0,2.04,
S2023,CSCI,316,Principles of Programming Lang,12,"SMITH-THOMPSON, A",33,0,1,2,1,3,0,7,6,0,4,5,2,2,1.924,
S2023,CSCI,316,Principles of Programming Lang,36,"SVITAK, J",31,0,1,1,1,1,2,0,2,3,8,2,10,0,1.738,
S2023,CSCI,316,Principles of Programming Lang,25,"SVITAK, J",53,0,0,0,1,1,2,3,5,5,18,4,13,0,1.413,
S2023,CSCI,320,Theory of Computation,21,"OBRENIC, B",79,11,6,3,4,15,4,6,7,0,1,10,12,0,2.64,
S2023,CSCI,320,Theory of Computation,22,"OBRENIC, B",108,6,7,3,1,15,10,6,21,0,2,11,26,0,2.393,
S2023,CSCI,320,Theory of Computation,33,"BOKLAN, K",44,0,1,0,0,0,0,0,4,0,0,10,29,0,0.8,
S2023,CSCI,323,Design & Analysis Algorithms,13,"KAHROBAEI, D",35,6,14,3,1,2,1,0,2,0,0,0,6,0,3.693,
S2023,CSCI,323,Design & Analysis Algorithms,36,"PHILLIPS, T",27,3,1,1,3,4,0,0,2,0,0,4,9,0,2.533,
S2023,CSCI,323,Design & Analysis Algorithms,25,"PHILLIPS, T",26,3,2,2,2,2,1,0,1,0,0,5,8,0,2.483,
S2023,CSCI,323,Design & Analysis Algorithms,22,"CHYN, X",35,0,1,3,3,5,3,2,5,0,0,5,8,0,2.322,
S2023,CSCI,323,Design & Analysis Algorithms,11,"BROWN, T",30,1,1,1,0,2,1,1,8,0,0,9,6,0,1.613,
S2023,CSCI,331,Database Systems,25,"SY, B",24,0,1,1,2,3,2,0,1,2,0,0,12,0,2.842,
S2023,CSCI,331,Database Systems,31,"OBRENIC, B",60,3,1,2,4,6,5,6,13,0,0,3,17,0,2.509,
S2023,CSCI,331,Database Systems,26,"CHYN, X",31,1,3,2,1,5,3,4,4,0,0,4,4,0,2.481,
S2023,CSCI,331,Database Systems,32,"LEAVITT, D",36,0,3,2,1,7,1,4,9,0,4,1,4,0,2.425,
S2023,CSCI,331,Database Systems,13,"HELLER, P",38,0,2,0,4,1,2,3,6,0,0,3,17,0,2.31,
S2023,CSCI,335,Information Org and Retrieval,32,"GOLDBERG, R",32,0,3,2,3,9,6,4,2,0,1,0,2,0,2.89,
S2023,CSCI,340,Operating Systems Principles,25,"SVADLENKA, J",37,1,3,4,3,3,1,1,7,0,1,1,11,1,2.788,
S2023,CSCI,340,Operating Systems Principles,11,"FLUTURE, S",35,1,2,1,1,2,5,3,6,0,0,0,13,1,2.733,
S2023,CSCI,340,Operating Systems Principles,13,"SMITH-THOMPSON, A",35,3,2,1,0,6,7,2,8,0,0,1,4,1,2.707,
S2023,CSCI,340,Operating Systems Principles,26,"SVADLENKA, J",27,2,0,2,2,1,2,1,2,0,3,0,12,0,2.647,
S2023,CSCI,340,Operating Systems Principles,12,"FLUTURE, S",35,1,0,3,0,1,3,6,4,0,0,2,14,1,2.4,
S2023,CSCI,340,Operating Systems Principles,37,"SVADLENKA, J",31,1,2,1,1,1,0,1,2,0,1,4,15,2,2.093,
